ageGroup,region,relation,gender,planClassKey,industryKey,operatorTypeKey,memberCount
54-58,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,104
54-58,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,275
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,314
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,134
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,353
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,153
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,326
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,388
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,127
39-43,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,308
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,497
24-28,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,255
49-53,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,248
24-28,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,268
49-53,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,302
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,206
59-63,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,350
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,107
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,302
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,142
49-53,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,276
34-38,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,403
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,156
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,234
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,372
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,329
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,72
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,37
0-18,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,149
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,249
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,126
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,406
54-58,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,225
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,355
34-38,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,374
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,253
54-58,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,406
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,448
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,429
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,335
54-58,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,467
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,363
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,389
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,386
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,267
59-63,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,55
44-48,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,58
29-33,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,102
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,152
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,92
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,437
24-28,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,323
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,115
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,17
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,435
59-63,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,171
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,304
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,203
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,448
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,262
49-53,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,100
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,69
59-63,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,351
29-33,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,233
24-28,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,169
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,210
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,205
34-38,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,481
54-58,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,448
49-53,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,313
59-63,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,276
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,71
39-43,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,263
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,274
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,416
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,158
59-63,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,282
54-58,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,395
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,267
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,470
49-53,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,410
59-63,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,479
29-33,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,168
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,101
24-28,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,193
19-23,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,422
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,101
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,75
39-43,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,164
34-38,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,6
59-63,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,448
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,35
49-53,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,16
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,244
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,111
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,49
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,324
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,200
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,305
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,232
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,305
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,311
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,228
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,384
59-63,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,80
54-58,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,463
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,21
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,278
24-28,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,35
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,201
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,466
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,32
54-58,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,3
49-53,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,269
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,120
39-43,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,192
49-53,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,54
44-48,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,201
0-18,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,184
49-53,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,236
44-48,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,348
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,238
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,346
34-38,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,347
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,216
44-48,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,259
49-53,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,368
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,343
29-33,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,205
34-38,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,325
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,187
59-63,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,499
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,353
34-38,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,7
39-43,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,170
29-33,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,125
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,74
44-48,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,480
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,187
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,94
59-63,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,451
34-38,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,64
49-53,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,481
24-28,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,3
34-38,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,29
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,233
34-38,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,51
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,119
19-23,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,402
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,88
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,273
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,56
19-23,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,267
59-63,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,123
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,48
24-28,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,107
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,200
54-58,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,27
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,494
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,107
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,400
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,270
54-58,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,275
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,372
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,356
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,497
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,324
39-43,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,167
39-43,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,46
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,379
29-33,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,95
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,301
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,259
44-48,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,298
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,412
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,420
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,368
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,138
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,210
19-23,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,6
44-48,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,78
34-38,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,M,null,null,null,484
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,113
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,382
49-53,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,118
54-58,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,107
59-63,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,405
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,215
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,313
19-23,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,391
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,36
39-43,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,302
54-58,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,358
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,71
39-43,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,298
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,31
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,438
34-38,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,156
59-63,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,132
39-43,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,202
0-18,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,217
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,490
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,368
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,136
29-33,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,386
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,192
39-43,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,107
24-28,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,75
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,121
44-48,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,196
19-23,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,389
19-23,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,161
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,417
54-58,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,465
59-63,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,324
19-23,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,449
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,497
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,303
59-63,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,127
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,470
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,6
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,198
39-43,REGION_NORTH_EAST,RELATION_EMPLOYEE,F,null,null,null,286
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,326
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,353
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,203
24-28,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,265
29-33,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,226
19-23,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,115
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,25
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,423
54-58,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,487
59-63,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,489
39-43,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,241
19-23,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,204
24-28,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,40
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,82
0-18,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,321
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,268
24-28,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,92
0-18,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,221
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,M,null,null,null,114
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,150
39-43,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,352
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,19
44-48,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,31
29-33,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,159
19-23,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,129
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,19
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,100
39-43,REGION_NORTH_WEST,RELATION_EMPLOYEE,M,null,null,null,344
54-58,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,133
49-53,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,39
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,318
0-18,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,138
19-23,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,95
29-33,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,300
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,M,null,null,null,205
59-63,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,264
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,408
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,372
49-53,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,414
54-58,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,371
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,F,null,null,null,117
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,383
49-53,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,21
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,382
34-38,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,316
54-58,REGION_GREATER_LONDON,RELATION_EMPLOYEE,M,null,null,null,148
29-33,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,491
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,17
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,488
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,463
19-23,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,68
29-33,REGION_NORTH_EAST,RELATION_DEPENDANT,M,null,null,null,347
19-23,REGION_NORTH_WEST,RELATION_EMPLOYEE,F,null,null,null,357
29-33,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,422
29-33,REGION_WALES,RELATION_DEPENDANT,M,null,null,null,267
39-43,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,145
24-28,REGION_GREATER_LONDON,RELATION_DEPENDANT,F,null,null,null,73
39-43,REGION_SCOTLAND,RELATION_DEPENDANT,M,null,null,null,103
49-53,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,77
29-33,REGION_WALES,RELATION_EMPLOYEE,F,null,null,null,215
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,F,null,null,null,202
0-18,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,91
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,263
19-23,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,64
59-63,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,25
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,F,null,null,null,379
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,450
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,M,null,null,null,68
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,275
19-23,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,111
44-48,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,400
19-23,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,490
44-48,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,445
44-48,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,456
29-33,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,61
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,72
44-48,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,214
29-33,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,473
34-38,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,476
44-48,REGION_WALES,RELATION_EMPLOYEE,M,null,null,null,106
29-33,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,F,null,null,null,85
34-38,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,F,null,null,null,128
39-43,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,47
29-33,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,150
34-38,REGION_SOUTH_EAST,RELATION_EMPLOYEE,M,null,null,null,149
59-63,REGION_SOUTH_EAST,RELATION_DEPENDANT,F,null,null,null,196
24-28,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,434
54-58,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,446
39-43,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,285
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,70
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,136
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,62
44-48,REGION_SOUTH_WEST,RELATION_DEPENDANT,F,null,null,null,394
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,M,null,null,null,378
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,M,null,null,null,265
44-48,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,358
29-33,REGION_SCOTLAND,RELATION_DEPENDANT,F,null,null,null,378
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,F,null,null,null,97
24-28,REGION_SCOTLAND,RELATION_EMPLOYEE,F,null,null,null,496
49-53,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,M,null,null,null,154
49-53,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,F,null,null,null,432
34-38,REGION_NORTH_EAST,RELATION_DEPENDANT,F,null,null,null,66
39-43,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,M,null,null,null,185
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,6
44-48,REGION_GREATER_LONDON,RELATION_DEPENDANT,M,null,null,null,37
0-18,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,F,null,null,null,102
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,M,null,null,null,177
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,M,null,null,null,174
49-53,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,M,null,null,null,344
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,F,null,null,null,31
24-28,REGION_SOUTH_EAST,RELATION_EMPLOYEE,F,null,null,null,496
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,M,null,null,null,312
29-33,REGION_WALES,RELATION_DEPENDANT,F,null,null,null,78
